FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,GMB,"Gambia, The",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,20.0,,,,,,,54.13647842,,,,,,,,,,,,
A,Annual,GRC,Greece,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,28.27672005,27.99806023,,22.10334969,24.89246941,,27.9407692,28.5596199,29.35794067,31.13862991,29.91679955,,28.16142082,29.40377045,28.2668705,27.33826065,27.42243958,27.49859047,,
A,Annual,GRD,Grenada,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,13.24158001,,12.98425007,15.67901039,,,,,
A,Annual,GTM,Guatemala,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,12.65295982,,,,,16.76272011,,,,,,,11.0450201,9.76543999,,,,,,,,
A,Annual,GUY,Guyana,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,21.19322968,15.19999981,15.20508957,14.07497978,13.00115013,17.13114929,14.62522984,14.1093502,14.20022011,,,,,,,,,,,
A,Annual,HKG,"Hong Kong SAR, China",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,37.95341873,35.05789185,35.89632034,34.83203888,,,,,,,,,,,,,,,,,
A,Annual,HND,Honduras,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,13.23134995,,,,,,,12.19828987,,14.22548008,,,14.71533012,15.45855045,15.02381039,15.20226002,15.73268986,,,,
A,Annual,HRV,Croatia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,26.00893974,27.28223991,25.09502983,22.83427048,21.48630905,,18.11949921,18.04998016,20.69462013,22.9564209,24.55116081,20.39775085,,24.20141029,,23.70776939,23.86288071,25.29388046,27.01461983,26.33353996,27.26621056,28.49309921,,,
A,Annual,HUN,Hungary,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,18.13026047,13.21910954,11.20728016,13.88852978,12.76661968,11.35138988,11.73054981,13.62917995,,14.81011963,16.88592911,18.07066917,18.37491989,18.63104057,18.87733078,20.78244972,22.06760979,22.81163025,23.26292992,22.51725006,23.3468895,15.49907017,21.57106972,,
A,Annual,IDN,Indonesia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,17.30060959,18.62334061,18.55179024,19.41869926,,,,,
A,Annual,IND,India,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,29.11146927,30.52555084,31.08045006,31.72857094,32.63761139,32.64561081,32.16664886,33.71128845,30.68635941,29.32785034,
A,Annual,IRL,Ireland,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,32.89947891,32.49085999,34.49974823,30.8001194,29.14852905,29.41383934,27.68567085,,,,,21.18730927,23.11527061,,25.08246994,21.02223969,21.59956932,24.86664963,25.23179054,,24.09837914,25.31438065,26.40819931,24.90840912,,
A,Annual,IRN,"Iran, Islamic Rep.",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,37.65653992,41.19636917,35.47451019,41.19636917,,39.86896133,,47.09177017,47.67718887,,,47.18255997,43.85731125,42.12955856,40.19528961,39.13647079,38.97826004,36.83763885,35.01845169,
A,Annual,IRQ,Iraq,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,31.5222702,,,,,,,,,,,,,,,,,,,
A,Annual,ISL,Iceland,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,15.76686954,19.73019028,19.0222702,18.17767906,16.41493988,16.2342205,14.82369041,14.50852966,12.87963963,13.66014957,14.67014027,15.70489025,,,,,,,,18.59193039,20.20570946,18.16979027,17.03915977,,
A,Annual,ISR,Israel,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,45.6395607,,,,,,,,,,,,,,,,,,,,,26.92144012,27.17898941,,
A,Annual,ITA,Italy,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,24.45953941,24.12339973,23.28071976,25.74423981,23.91379929,23.48022079,22.10994911,22.22628975,21.70059013,21.19487953,19.80365944,,,22.23913956,20.79649925,24.13216972,23.84860992,23.34580994,23.27630043,,24.19915962,24.47730064,22.67808914,23.89254951,,
A,Annual,JOR,Jordan,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,25.48843002,28.19548988,,25.11194992,,,,,,,,26.36433983,,,,,28.42324066,26.85173035,27.1563797,
A,Annual,KAZ,Kazakhstan,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,26.41197968,23.17790031,24.84141922,24.7293396,24.0615406,,,
A,Annual,KEN,Kenya,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,30.52544022,30.34778976,,,,,,,,,,,,,,,,,,,,,,
A,Annual,KGZ,Kyrgyz Republic,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,22.65316963,,20.63196945,16.19832039,18.67472076,14.61674976,15.46308041,15.73810005,16.67571068,15.56861019,17.05521011,16.71266937,16.96389008,16.67033958,,,15.03565979,19.21334076,20.45438004,20.7949295,19.71236992,19.17188072,18.32813072,18.94355011,
A,Annual,KHM,Cambodia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,10.44019985,10.63683033,14.75039959,,15.43375969,,,14.14097977,12.5448904,,,,,,,,,,,23.20454979,,,,
A,Annual,KIR,Kiribati,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,
A,Annual,KOR,"Korea, Rep.",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,42.27920914,41.83769989,40.4214592,41.41957855,41.08398056,40.77452087,38.66941833,37.43811035,35.86753845,34.28087997,32.80392838,31.24279976,,32.3071785,,,,29.54906082,29.90567017,29.34420013,,29.60523987,30.18260956,30.39129066,30.41798019,
A,Annual,LAO,Lao PDR,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,16.28977966,,14.46648026,,,7.3468399,15.65133953,,,,11.91804981,,13.48023033,12.00152016,,,11.84920979,12.42257977,16.85877037,22.46050072,23.14343071,,,,
A,Annual,LBN,Lebanon,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,20.82957077,23.25453949,22.69396973,,21.9796505,20.83658028,20.13985062,23.14723015,22.03610039,25.13249016,24.99132919,23.41871071,,,,,,,,,,28.14916039,28.43520927,
A,Annual,LBR,Liberia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,32.31446838,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,LIE,Liechtenstein,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,40.98360825,5.47945023,,34.84848022,31.50684929,21.98582077,14.62263966,18.5,21.25984001,24.89451027,,,,,,19.63190079,18.0616703,28.97196007,,,
A,Annual,LKA,Sri Lanka,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,19.48982048,22.87236977,25.8581295,24.27779007,25.39258003,21.04339981,24.46676064,24.68087959,
A,Annual,LSO,Lesotho,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,7.29927015,5.47945023,4.8984499,,,,,,,,,,12.55224037,,,11.67230034,,,15.35962009,,,,,
A,Annual,LTU,Lithuania,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,27.42038918,26.75408936,26.49338913,23.97068977,23.23097038,22.75363922,22.88139915,23.06023979,21.79454041,22.35409927,22.34538078,22.23085976,22.55463982,23.38657951,23.47382927,23.71566963,23.10199928,23.81497955,25.66826057,26.82267952,27.26618958,26.02807045,25.7663002,,
A,Annual,LUX,Luxembourg,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,23.4899292,,,,14.7401104,16.25238991,13.91446018,13.82668018,17.89536095,,18.82486916,18.95652008,19.2430706,19.78333092,22.88096046,
A,Annual,LVA,Latvia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,17.13692093,16.23852921,12.31534004,14.32044983,13.93826008,13.81015968,13.50481987,12.54638004,12.94108963,13.83119965,14.29615021,15.4115696,16.86717987,20.03539085,19.05137062,21.31450081,20.45708084,20.51785088,20.87475014,20.17184067,19.92860985,19.33218956,19.3649292,,
A,Annual,MAC,"Macao SAR, China",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,3.20233011,3.81498003,2.59292006,,5.13687992,4.95510006,3.87040997,3.91983008,4.06993008,4.51916981,7.3122201,5.42418003,,,7.10219002,6.03400993,7.56614017,7.66005993,7.56750011,7.67910004,8.93332005,9.01832008,
A,Annual,MAR,Morocco,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,18.40242958,,,,,,23.87647057,33.65377045,35.94377136,35.25823975,,,,,17.1202507,18.44540977,19.04936981,,18.95166969,20.38677025,28.89999008,27.22543907,
A,Annual,MCO,Monaco,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,MDA,Moldova,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,24.95824051,22.3083992,,,23.47611046,24.76057053,25.42421913,25.00671959,23.30611038,
A,Annual,MDG,Madagascar,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,20.08791924,16.3022995,21.33423996,20.0182991,21.59555054,18.92373085,,,,22.53833008,25.53223991,23.24110985,22.96212006,23.84168053,29.09472084,24.30069923,,23.51699066,
A,Annual,MDV,Maldives,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,5.11158991,,3.59398007,,,,
A,Annual,MEX,Mexico,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,23.1638298,24.36202049,25.09962082,25.39451981,28.92856026,,27.66677094,27.32850075,26.67837906,26.60037994,25.92021942,25.48405075,26.80295944,,27.48951912,28.09653091,27.89731026,25.48286057,25.23913956,,25.83444977,25.82295036,24.34013939,,
A,Annual,MHL,Marshall Islands,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.28754997,
A,Annual,MKD,North Macedonia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,36.74448013,30.91613007,27.75378036,26.87915039,23.7842598,23.32755089,23.24600029,21.68897057,17.51347923,17.84407043,21.78915977,19.62565041,21.32294083,19.47129059,22.21244049,21.79727936,19.95693016,,21.88985062,23.57011986,,20.6131897,20.61429977,,
A,Annual,MLT,Malta,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,11.98180008,9.63554955,8.61884022,9.13086033,10.30303001,7.55199003,11.09864998,,12.85816956,15.04922962,16.66119957,21.92749977,,25.29582024,24.89805984,24.79129982,18.02873993,20.30567932,,17.13293076,17.23019981,15.15178967,,
A,Annual,MMR,Myanmar,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,33.6678009,,,,,
A,Annual,MNE,Montenegro,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,20.45363998,,,,
A,Annual,MNG,Mongolia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,21.33266068,22.89751053,20.24481964,19.13870049,19.61834908,18.21972084,18.84181023,19.54038048,18.27820015,17.37896919,18.61120033,18.55835915,18.88023949,,,,,20.2652607,21.55069923,25.33602905,23.14871025,,,18.65151978,17.84054947
A,Annual,MOZ,Mozambique,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,15.32314014,12.14385033,7.59824991,,10.75177002,10.73764992,,,4.19028997,,,10.08819962,11.8778801,9.03265953,9.56000996,,,,,
A,Annual,MRT,Mauritania,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,20.23064041,,,,34.55073929,,,
A,Annual,MUS,Mauritius,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,23.31118011,,,21.60910988,24.75312042,,
A,Annual,MYS,Malaysia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,45.02602005,,42.68078995,45.46371841,40.24145126,37.72045135,36.85589981,37.82852173,31.63178062,,,,,,40.77330017,39.17364883,,,40.23244858,
A,Annual,NAM,Namibia,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,1.97044003,,6.76425982,,3.75908995,,,,,,,,,17.89211082,16.17620087,12.97531986,12.11935043,12.8810997,12.78625965,8.92131996,,,
A,Annual,NER,Niger,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,24.84774971,,,,,,,,,,,,,,13.71660995,15.42273045,13.21821976,10.42152977,12.34282017,,,,
A,Annual,NLD,Netherlands,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,17.12583923,16.31534958,16.10479927,16.44759941,,16.66115952,,,,,,14.08996964,,,13.84360027,14.14241982,,,16.61628914,17.45105934,18.5775795,18.83322906,19.33783913,,
A,Annual,NOR,Norway,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,16.06138039,16.70619965,16.58357048,15.74936008,,16.48088074,16.3477993,,15.6570797,15.7390604,15.79959965,16.57794952,,16.3230896,19.73374939,20.16673088,21.0051403,20.49173927,22.10416985,21.81357002,20.94598007,21.22537041,22.96891022,,
A,Annual,NRU,Nauru,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
A,Annual,NZL,New Zealand,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,18.30369949,,,,,,,,19.20399094,19.58666992,20.34435081,19.88538933,21.17613029,21.37660027,22.99415016,23.63030052,22.74142075,,
A,Annual,OMN,Oman,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,27.6700592,,33.72616959,38.9398613,,,,,42.53694916,44.8085289,46.27011871,46.14519882,44.49869156,39.03520966,39.47357941,,
A,Annual,PAN,Panama,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,18.37002945,19.66502953,14.35004044,19.25296021,20.44819069,20.7016201,19.52424049,19.33567047,19.78828049,22.3039093,,,16.52119064,17.24098015,15.42652988,,,16.46421051,13.73682022,15.23093033,,
A,Annual,PER,Peru,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,23.46783066,29.64282036,,,,,,
A,Annual,PHL,Philippines,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,24.95232964,24.63928032,28.73974991,23.86244011,23.81640053,22.82974052,26.26622009,,
A,Annual,POL,Poland,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,17.73811913,18.07946014,18.76651001,20.40899086,22.26564026,22.85763931,22.94082069,21.65398979,20.80979919,19.44943047,19.64237022,,
A,Annual,PRI,Puerto Rico,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,20.11879921,17.18318939,,17.23527908,15.93222046,,16.8489399,17.44162941,17.72661972,,18.14633942,,,,,
A,Annual,PRK,"Korea, Dem. People's Rep.",WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,41.80295944,,,,,,,,
A,Annual,PRT,Portugal,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,,18.52333069,,19.43117905,20.38651085,23.6758194,24.96655083,24.40122986,29.29002953,31.75182915,30.08107948,26.26416969,26.11300087,26.43956947,27.48057938,27.81826973,27.9050808,29.02334023,29.09365082,,27.98564911,27.82432938,27.7199707,,
A,Annual,PSE,West Bank and Gaza,WB_EDSTATS_UIS_FOSGP_5T8_F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, (%)",SHARE,Share (proportion),WB_EDSTATS,Education Statistics,0,Units,A,Normal value,PU,Public,,18.39093971,20.13780022,20.74641991,,23.18412018,20.96760941,,,16.76811028,16.98516083,17.3165493,16.50665092,16.35858917,15.91705036,,,16.67674065,16.55026054,15.8297596,15.42121983,14.67391968,14.77087021,15.29878044,17.02939034,
